Symbol,Signal,Type,EntryTime,ExitTime,Entry,Exit,Stop,TP1,TP2,ExitReason,PnL_USD,PnL_Percent,BarsHeld
BTCUSDT,PinBarAtResistance,SHORT,2026-03-25T07:00:00.000Z,2026-03-25T08:00:00.000Z,70891.42,71448.36,71412.65,69955.34,69469.57,STOP,-0.78,-0.87,1
BTCUSDT,PinBarAtResistance,SHORT,2026-03-28T06:00:00.000Z,2026-03-28T13:00:00.000Z,66348.81,66666.32,66633.00,65880.00,65629.00,STOP,-0.50,-0.56,7
BTCUSDT,PinBarAtResistance,SHORT,2026-03-28T20:00:00.000Z,2026-03-28T23:00:00.000Z,66872.55,66429.96,67144.02,66429.96,66191.94,TP1,0.52,0.58,3
BTCUSDT,PinBarAtResistance,SHORT,2026-03-30T00:00:00.000Z,2026-03-30T02:00:00.000Z,66247.11,67227.38,67193.78,64453.19,63539.66,STOP,-1.40,-1.56,2
BTCUSDT,EngulfingRally,SHORT,2026-03-30T13:00:00.000Z,2026-03-31T01:00:00.000Z,67495.76,68340.14,68305.99,65976.58,65200.11,STOP,-1.20,-1.33,12
BTCUSDT,PinBarAtResistance,SHORT,2026-04-03T08:00:00.000Z,2026-04-04T15:00:00.000Z,66931.91,67456.29,67422.58,66051.02,65593.83,STOP,-0.78,-0.86,31
BTCUSDT,PinBarAtResistance,SHORT,2026-04-15T22:00:00.000Z,2026-04-16T13:00:00.000Z,74926.52,73740.30,75575.85,73740.30,73128.45,TP1,1.35,1.50,15
BTCUSDT,PinBarAtResistance,SHORT,2026-04-16T22:00:00.000Z,2026-04-17T08:00:00.000Z,74830.49,75304.87,75267.23,74069.29,73669.98,STOP,-0.64,-0.71,10
BTCUSDT,PinBarAtResistance,SHORT,2026-04-29T07:00:00.000Z,2026-04-29T09:00:00.000Z,77015.11,77375.94,77337.28,76486.37,76202.73,STOP,-0.49,-0.55,2
BTCUSDT,PinBarAtResistance,SHORT,2026-05-02T16:00:00.000Z,2026-05-02T21:00:00.000Z,78415.79,78793.18,78753.80,77857.45,77558.67,STOP,-0.51,-0.56,5
BTCUSDT,PinBarAtResistance,SHORT,2026-05-08T18:00:00.000Z,2026-05-09T02:00:00.000Z,80038.36,80500.82,80460.59,79314.02,78931.83,STOP,-0.59,-0.66,8
BTCUSDT,PinBarAtResistance,SHORT,2026-05-11T18:00:00.000Z,2026-05-12T01:00:00.000Z,81818.03,80973.81,82301.53,80973.81,80531.24,TP1,0.86,0.95,7
BTCUSDT,PinBarAtResistance,SHORT,2026-05-14T13:00:00.000Z,2026-05-14T14:00:00.000Z,79661.88,80259.94,80219.83,78665.53,78147.43,STOP,-0.75,-0.83,1
