Symbol,Signal,Type,EntryTime,ExitTime,Entry,Exit,Stop,TP1,TP2,ExitReason,PnL_USD,PnL_Percent,BarsHeld
AVAXUSDT,EngulfingRally,SHORT,2026-03-15T03:00:00.000Z,2026-03-15T09:00:00.000Z,9.71,9.83,9.83,9.47,9.35,STOP,-1.27,-1.41,6
AVAXUSDT,EngulfingPullback,LONG,2026-04-16T15:00:00.000Z,2026-04-17T14:00:00.000Z,9.58,10.00,9.37,10.00,10.21,TP1,3.80,4.23,23
AVAXUSDT,EngulfingRally,SHORT,2026-05-18T13:00:00.000Z,2026-05-18T15:00:00.000Z,9.15,9.01,9.22,9.01,8.94,TP1,1.23,1.37,2
AVAXUSDT,EngulfingRally,SHORT,2026-06-02T04:00:00.000Z,2026-06-02T14:00:00.000Z,8.81,8.51,8.91,8.61,8.51,TP2,3.00,3.34,10
AVAXUSDT,EngulfingRally,SHORT,2026-06-02T18:00:00.000Z,2026-06-02T23:00:00.000Z,8.35,8.06,8.50,8.06,7.91,TP1,3.05,3.39,5
AVAXUSDT,EngulfingRally,SHORT,2026-06-03T19:00:00.000Z,2026-06-04T02:00:00.000Z,8.04,7.54,8.21,7.71,7.54,TP2,5.47,6.08,7
AVAXUSDT,EngulfingRally,SHORT,2026-06-09T21:00:00.000Z,2026-06-10T08:00:00.000Z,6.62,6.47,6.70,6.47,6.39,TP1,2.01,2.24,11
AVAXUSDT,EngulfingRally,SHORT,2026-06-10T08:00:00.000Z,2026-06-10T12:00:00.000Z,6.47,6.58,6.58,6.26,6.16,STOP,-1.61,-1.79,4
LINKUSDT,EngulfingPullback,LONG,2026-01-05T14:00:00.000Z,2026-01-05T20:00:00.000Z,13.63,14.07,13.39,14.07,14.30,TP1,2.88,3.20,6
LINKUSDT,EngulfingRally,SHORT,2026-01-23T19:00:00.000Z,2026-01-25T14:00:00.000Z,12.24,11.94,12.40,11.94,11.79,TP1,2.16,2.40,43
LINKUSDT,EngulfingRally,SHORT,2026-01-26T09:00:00.000Z,2026-01-26T14:00:00.000Z,11.77,11.91,11.90,11.53,11.41,STOP,-1.11,-1.23,5
LINKUSDT,EngulfingPullback,LONG,2026-02-07T15:00:00.000Z,2026-02-09T08:00:00.000Z,8.83,8.65,8.65,9.18,9.36,STOP,-1.97,-2.19,41
LINKUSDT,EngulfingPullback,LONG,2026-02-15T14:00:00.000Z,2026-02-15T17:00:00.000Z,8.88,8.77,8.77,9.10,9.20,STOP,-1.25,-1.39,3
LINKUSDT,EngulfingRally,SHORT,2026-02-16T05:00:00.000Z,2026-02-16T09:00:00.000Z,8.70,8.84,8.84,8.42,8.29,STOP,-1.59,-1.76,4
LINKUSDT,EngulfingPullback,LONG,2026-02-26T09:00:00.000Z,2026-02-26T14:00:00.000Z,9.30,9.16,9.16,9.58,9.72,STOP,-1.50,-1.67,5
LINKUSDT,EngulfingPullback,LONG,2026-03-11T04:00:00.000Z,2026-03-11T05:00:00.000Z,9.02,8.89,8.89,9.28,9.40,STOP,-1.44,-1.60,1
LINKUSDT,EngulfingRally,SHORT,2026-03-30T09:00:00.000Z,2026-03-30T11:00:00.000Z,8.75,8.82,8.82,8.61,8.55,STOP,-0.86,-0.95,2
LINKUSDT,EngulfingRally,SHORT,2026-03-31T14:00:00.000Z,2026-03-31T16:00:00.000Z,8.63,8.83,8.83,8.23,8.04,STOP,-2.23,-2.47,2
LINKUSDT,EngulfingPullback,LONG,2026-04-01T19:00:00.000Z,2026-04-01T20:00:00.000Z,9.02,8.94,8.94,9.18,9.25,STOP,-0.94,-1.04,1
LINKUSDT,EngulfingRally,SHORT,2026-04-20T08:00:00.000Z,2026-04-20T09:00:00.000Z,9.17,9.28,9.28,8.95,8.84,STOP,-1.23,-1.36,1
LINKUSDT,EngulfingPullback,LONG,2026-05-07T04:00:00.000Z,2026-05-07T14:00:00.000Z,9.95,9.84,9.84,10.17,10.28,STOP,-1.15,-1.28,10
LINKUSDT,EngulfingRally,SHORT,2026-06-02T14:00:00.000Z,2026-06-02T23:00:00.000Z,8.67,8.28,8.87,8.28,8.09,TP1,3.97,4.41,9
LINKUSDT,EngulfingRally,SHORT,2026-06-09T21:00:00.000Z,2026-06-10T05:00:00.000Z,7.84,7.67,7.93,7.67,7.58,TP1,1.92,2.14,8
LINKUSDT,EngulfingRally,SHORT,2026-06-11T12:00:00.000Z,2026-06-11T17:00:00.000Z,7.79,7.88,7.87,7.64,7.56,STOP,-1.07,-1.19,5
ADAUSDT,EngulfingRally,SHORT,2026-02-11T22:00:00.000Z,2026-02-12T03:00:00.000Z,0.26,0.26,0.26,0.25,0.25,STOP,-1.19,-1.32,5
ADAUSDT,EngulfingRally,SHORT,2026-02-25T03:00:00.000Z,2026-02-25T09:00:00.000Z,0.27,0.27,0.27,0.26,0.25,STOP,-1.50,-1.66,6
ADAUSDT,EngulfingRally,SHORT,2026-03-02T17:00:00.000Z,2026-03-03T00:00:00.000Z,0.28,0.28,0.29,0.28,0.27,TP1,2.10,2.33,7
ADAUSDT,EngulfingPullback,LONG,2026-03-03T15:00:00.000Z,2026-03-03T20:00:00.000Z,0.27,0.26,0.26,0.27,0.28,STOP,-1.56,-1.73,5
ADAUSDT,EngulfingRally,SHORT,2026-03-04T10:00:00.000Z,2026-03-04T14:00:00.000Z,0.27,0.27,0.27,0.26,0.26,STOP,-1.71,-1.90,4
ADAUSDT,EngulfingPullback,LONG,2026-03-16T22:00:00.000Z,2026-03-17T03:00:00.000Z,0.29,0.29,0.29,0.30,0.31,STOP,-1.57,-1.75,5
ADAUSDT,EngulfingRally,SHORT,2026-04-03T18:00:00.000Z,2026-04-05T06:00:00.000Z,0.25,0.24,0.25,0.24,0.24,TP1,1.77,1.97,36
ADAUSDT,EngulfingRally,SHORT,2026-04-09T18:00:00.000Z,2026-04-09T20:00:00.000Z,0.25,0.26,0.26,0.25,0.25,STOP,-1.09,-1.21,2
ADAUSDT,EngulfingRally,SHORT,2026-04-11T20:00:00.000Z,2026-04-12T01:00:00.000Z,0.25,0.25,0.26,0.25,0.24,TP1,2.32,2.58,5
ADAUSDT,EngulfingRally,SHORT,2026-04-20T14:00:00.000Z,2026-04-20T18:00:00.000Z,0.25,0.25,0.25,0.24,0.23,STOP,-1.55,-1.73,4
ADAUSDT,EngulfingPullback,LONG,2026-04-29T17:00:00.000Z,2026-04-29T18:00:00.000Z,0.25,0.24,0.24,0.25,0.25,STOP,-0.96,-1.07,1
ADAUSDT,EngulfingPullback,LONG,2026-04-29T20:00:00.000Z,2026-04-30T09:00:00.000Z,0.24,0.25,0.24,0.25,0.25,TP1,1.65,1.83,13
ADAUSDT,EngulfingRally,SHORT,2026-06-15T01:00:00.000Z,2026-06-15T11:00:00.000Z,0.18,0.18,0.18,0.17,0.17,STOP,-1.74,-1.94,10
ADAUSDT,EngulfingRally,SHORT,2026-06-20T07:00:00.000Z,2026-06-20T14:00:00.000Z,0.16,0.16,0.16,0.16,0.16,TP1,1.35,1.50,7
DOGEUSDT,EngulfingPullback,LONG,2026-01-08T04:00:00.000Z,2026-01-08T06:00:00.000Z,0.15,0.14,0.14,0.15,0.15,STOP,-1.59,-1.76,2
DOGEUSDT,EngulfingRally,SHORT,2026-01-09T07:00:00.000Z,2026-01-09T08:00:00.000Z,0.14,0.14,0.14,0.14,0.14,TP1,1.77,1.97,1
DOGEUSDT,EngulfingRally,SHORT,2026-01-26T09:00:00.000Z,2026-01-26T14:00:00.000Z,0.12,0.12,0.12,0.12,0.12,STOP,-1.16,-1.29,5
DOGEUSDT,EngulfingPullback,LONG,2026-01-28T17:00:00.000Z,2026-01-29T01:00:00.000Z,0.13,0.12,0.12,0.13,0.13,STOP,-1.44,-1.61,8
DOGEUSDT,EngulfingRally,SHORT,2026-02-10T14:00:00.000Z,2026-02-10T17:00:00.000Z,0.09,0.09,0.09,0.09,0.09,STOP,-1.57,-1.75,3
DOGEUSDT,EngulfingPullback,LONG,2026-03-15T17:00:00.000Z,2026-03-15T22:00:00.000Z,0.10,0.10,0.09,0.10,0.10,TP1,1.84,2.05,5
DOGEUSDT,EngulfingRally,SHORT,2026-04-06T01:00:00.000Z,2026-04-06T02:00:00.000Z,0.09,0.09,0.09,0.09,0.09,STOP,-1.00,-1.11,1
DOGEUSDT,EngulfingPullback,LONG,2026-04-16T15:00:00.000Z,2026-04-17T16:00:00.000Z,0.10,0.10,0.10,0.10,0.10,TP1,3.95,4.39,25
DOGEUSDT,EngulfingRally,SHORT,2026-04-19T16:00:00.000Z,2026-04-20T21:00:00.000Z,0.09,0.10,0.10,0.09,0.09,STOP,-1.41,-1.57,29
DOGEUSDT,EngulfingPullback,LONG,2026-04-27T08:00:00.000Z,2026-04-27T15:00:00.000Z,0.10,0.10,0.10,0.10,0.10,STOP,-0.88,-0.98,7
DOGEUSDT,EngulfingRally,SHORT,2026-04-28T06:00:00.000Z,2026-04-29T03:00:00.000Z,0.10,0.10,0.10,0.10,0.10,STOP,-1.19,-1.33,21
DOGEUSDT,EngulfingRally,SHORT,2026-06-09T21:00:00.000Z,2026-06-10T20:00:00.000Z,0.08,0.08,0.09,0.08,0.08,TP1,2.09,2.33,23
DOGEUSDT,EngulfingRally,SHORT,2026-06-11T12:00:00.000Z,2026-06-11T17:00:00.000Z,0.08,0.09,0.09,0.08,0.08,STOP,-0.94,-1.04,5
XRPUSDT,EngulfingRally,SHORT,2026-01-07T09:00:00.000Z,2026-01-08T05:00:00.000Z,2.24,2.14,2.29,2.14,2.09,TP1,3.78,4.20,20
XRPUSDT,EngulfingRally,SHORT,2026-01-09T17:00:00.000Z,2026-01-11T20:00:00.000Z,2.11,2.05,2.14,2.05,2.02,TP1,2.42,2.69,51
XRPUSDT,EngulfingRally,SHORT,2026-01-12T17:00:00.000Z,2026-01-13T16:00:00.000Z,2.07,2.10,2.10,2.00,1.96,STOP,-1.73,-1.92,23
XRPUSDT,EngulfingRally,SHORT,2026-01-20T01:00:00.000Z,2026-01-20T08:00:00.000Z,1.97,1.93,1.99,1.93,1.92,TP1,1.60,1.77,7
XRPUSDT,EngulfingRally,SHORT,2026-02-03T05:00:00.000Z,2026-02-03T17:00:00.000Z,1.61,1.57,1.63,1.57,1.55,TP1,1.94,2.15,12
XRPUSDT,EngulfingRally,SHORT,2026-02-11T22:00:00.000Z,2026-02-12T06:00:00.000Z,1.37,1.39,1.39,1.34,1.33,STOP,-1.18,-1.32,8
XRPUSDT,EngulfingPullback,LONG,2026-02-24T14:00:00.000Z,2026-02-25T01:00:00.000Z,1.34,1.39,1.31,1.39,1.41,TP1,3.39,3.76,11
XRPUSDT,EngulfingRally,SHORT,2026-02-27T09:00:00.000Z,2026-02-27T14:00:00.000Z,1.41,1.36,1.43,1.36,1.34,TP1,2.74,3.05,5
XRPUSDT,EngulfingRally,SHORT,2026-03-09T04:00:00.000Z,2026-03-09T05:00:00.000Z,1.34,1.36,1.36,1.32,1.30,STOP,-1.12,-1.25,1
XRPUSDT,EngulfingRally,SHORT,2026-03-13T02:00:00.000Z,2026-03-13T05:00:00.000Z,1.40,1.42,1.42,1.37,1.35,STOP,-1.19,-1.32,3
XRPUSDT,EngulfingRally,SHORT,2026-03-13T14:00:00.000Z,2026-03-15T22:00:00.000Z,1.42,1.46,1.46,1.36,1.32,STOP,-2.24,-2.49,56
XRPUSDT,EngulfingRally,SHORT,2026-03-30T09:00:00.000Z,2026-03-30T19:00:00.000Z,1.35,1.32,1.36,1.32,1.31,TP1,1.79,1.99,10
XRPUSDT,EngulfingRally,SHORT,2026-05-18T13:00:00.000Z,2026-05-19T22:00:00.000Z,1.39,1.35,1.40,1.35,1.34,TP1,1.92,2.14,33
XRPUSDT,EngulfingRally,SHORT,2026-06-22T14:00:00.000Z,2026-06-23T08:00:00.000Z,1.14,1.10,1.17,1.10,1.07,TP1,3.54,3.94,18
